id,feedback,aspects,aspect_sentiments,source_channel
5454,The network coverage in Navi Mumbai is excellent and the internet speed of 50 Mbps makes this operator the best choice for my needs. Both connectivity and throughput have been consistently reliable throughout my subscription period with zero complaints on either metric.,"[""network_coverage"", ""internet_speed""]","{""network_coverage"": ""positive"", ""internet_speed"": ""positive""}",app_review
5455,The internet speed is excellent at 200 Mbps in Rajkot but the daily data balance of 5GB runs out too quickly at these fast speeds. Great throughput but insufficient allocation creates a frustrating situation where speed exists but usability is time-limited.,"[""internet_speed"", ""data_balance""]","{""internet_speed"": ""positive"", ""data_balance"": ""negative""}",twitter
5456,The network coverage situation in Chandigarh highway stretch has become intolerable over the past three months. Dead zones have multiplied signal drops happen multiple times daily and indoor coverage is practically nonexistent. For the premium I pay this level of unreliability is completely unacceptable.,"[""network_coverage""]","{""network_coverage"": ""negative""}",app_review
5457,I appreciate the billing transparency this operator maintains. The monthly statement clearly shows every charge with descriptions that make sense. Auto-pay deducts exactly Rs 399 on schedule and the digital receipt arrives immediately. This reliability builds genuine confidence.,"[""billing""]","{""billing"": ""positive""}",app_review
5458,Hidden charges on my bill have been appearing for 14 months now totaling nearly Rs 499 in unexplained deductions. These seem to be premium services auto-subscribed without my consent. The opt-out process is deliberately obscure and customer support deflects responsibility.,"[""billing""]","{""billing"": ""negative""}",twitter
5459,"evthing is broken in visakhapatnam, internet brly works at 150 mbps network drops constantly and call quality is terrible with echo and disconnections, for rs 149 monthly i expect basic functionality not a daily exercise in frustration across every service dimension","[""internet_speed"", ""network_coverage"", ""call_quality"", ""pricing""]","{""internet_speed"": ""negative"", ""network_coverage"": ""negative"", ""call_quality"": ""negative"", ""pricing"": ""negative""}",customer_care_chat
5460,Overpriced plan at Rs 799 with broken Prime Video bundle and terrible value for money. Three negatives that combine to make this the worst telecom experience I have had. Paying premium for nonexistent streaming and substandard service overall.,"[""pricing"", ""ott_bundle_services"", ""value_for_money""]","{""pricing"": ""negative"", ""ott_bundle_services"": ""negative"", ""value_for_money"": ""negative""}",complaint_ticket
5461,"the internet speed of brly 100 mbps in delhi makes streaming impossible and the data balance of 1.5gb daily runs out within hours of normal usage, both the speed and the allocation are woefully insufficient for any modern smartphone user who relies on mobile data","[""internet_speed"", ""data_balance""]","{""internet_speed"": ""negative"", ""data_balance"": ""negative""}",complaint_ticket
5462,The variety of reacharg plan options available is impressive and caters to every usage pattern. From basic plans for light users to my current Rs 399 plan with 3GB daily for heavy users every segment is well served. Thoughtful plan architecture.,"[""recharge_plans""]","{""recharge_plans"": ""positive""}",app_review
5463,Internet speed has exceeded expectations in Chennai. I regularly download large files and the throughput of 80 Mbps makes this process quick and painless. Even during evening peak hours when networks typically congest the speed degradation is minimal and barely noticeable.,"[""internet_speed""]","{""internet_speed"": ""positive""}",survey
5464,The support experience is average. When I call they eventually help with simple queries but complex issues require multiple interactions. Nothing about the support quality stands out as particularly good or particularly bad. Industry standard in Dwarka specifically in Kolkata.,"[""customer_support""]","{""customer_support"": ""neutral""}",customer_care_chat
5465,Data balance of 3GB daily is adequate for my needs and the internet speed is standard. Neither the allocation nor the throughput impresses or disappoints. A neutral data experience that meets basic expectations without exceeding them.,"[""data_balance"", ""internet_speed""]","{""data_balance"": ""neutral"", ""internet_speed"": ""neutral""}",twitter
5466,covrage throughout Bhubaneswar including the outskirts and newly developed areas has been solid. I commute daily from lake area to the city center and maintain uninterrupted connectivity the entire route. This consistency was the primary reason I switched and it has delivered perfectly.,"[""network_coverage""]","{""network_coverage"": ""positive""}",app_review
5467,I switched to this operator for their advertised fast speeds but the reality in Gachibowli has been bitterly disappointing. Getting barely 30 Mbps consistently which is worse than what my previous cheaper plan delivered. False advertising that lured me into switching.,"[""internet_speed""]","{""internet_speed"": ""negative""}",complaint_ticket
